Date,Qrate,Rain,TAir
2014-08-02 13:00:00,0.0115,0.0,17.605
2014-08-02 14:00:00,0.0115,0.0,17.37916667
2014-08-02 15:00:00,0.0115,0.0,16.12166667
2014-08-02 16:00:00,0.0115,0.0,15.70166667
2014-08-02 17:00:00,0.0115,0.0,15.125
2014-08-02 18:00:00,0.0115,0.0,15.04833333
2014-08-02 19:00:00,0.0115,0.0,14.81083333
2014-08-02 20:00:00,0.0115,0.0,14.05583333
2014-08-02 21:00:00,0.0114,0.0,13.91416667
2014-08-02 22:00:00,0.0114,0.0,13.215
2014-08-02 23:00:00,0.0114,0.0,11.30166667
2014-08-03 00:00:00,0.0114,0.0,9.246666667
2014-08-03 01:00:00,0.0114,0.0,7.892333333
2014-08-03 02:00:00,0.0114,0.0,7.09375
2014-08-03 03:00:00,0.0114,0.0,6.321833333
2014-08-03 04:00:00,0.0113,0.0,6.105416667
2014-08-03 05:00:00,0.0112,0.0,6.083
2014-08-03 06:00:00,0.0112,0.0,6.3975
2014-08-03 07:00:00,0.0112,0.0,10.25683333
2014-08-03 08:00:00,0.0111,0.2,14.47666667
2014-08-03 09:00:00,0.0111,0.0,16.52916667
2014-08-03 10:00:00,0.011,0.0,16.42166667
2014-08-03 11:00:00,0.0109,0.0,15.63583333
2014-08-03 12:00:00,0.0108,0.0,17.21916667
2014-08-03 13:00:00,0.0108,0.0,16.84416667
2014-08-03 14:00:00,0.0108,0.0,17.46666667
2014-08-03 15:00:00,0.0109,0.0,19.09666667
2014-08-03 16:00:00,0.0109,0.0,19.06083333
2014-08-03 17:00:00,0.0111,0.0,18.57666667
2014-08-03 18:00:00,0.0111,0.0,18.1025
2014-08-03 19:00:00,0.0111,0.0,17.13
2014-08-03 20:00:00,0.0111,0.0,16.16666667
2014-08-03 21:00:00,0.0109,0.0,13.42833333
2014-08-03 22:00:00,0.0109,0.0,10.97916667
2014-08-03 23:00:00,0.0109,0.0,9.909166667
2014-08-04 00:00:00,0.0108,0.0,11.95166667
2014-08-04 01:00:00,0.0108,0.0,14.14833333
2014-08-04 02:00:00,0.0108,0.0,14.53
2014-08-04 03:00:00,0.0108,0.0,13.8975
2014-08-04 04:00:00,0.0108,0.0,13.8225
2014-08-04 05:00:00,0.0108,0.0,13.96583333
2014-08-04 06:00:00,0.0108,0.0,14.10416667
2014-08-04 07:00:00,0.0108,0.0,14.57333333
2014-08-04 08:00:00,0.0107,0.0,14.9325
2014-08-04 09:00:00,0.0107,0.2,15.10333333
2014-08-04 10:00:00,0.0105,0.0,15.60583333
2014-08-04 11:00:00,0.0104,0.0,15.98666667
2014-08-04 12:00:00,0.0102,0.2,16.33666667
2014-08-04 13:00:00,0.0101,0.2,17.1475
2014-08-04 14:00:00,0.0101,0.2,17.15833333
2014-08-04 15:00:00,0.0102,0.0,17.01916667
2014-08-04 16:00:00,0.0103,0.0,16.6325
2014-08-04 17:00:00,0.0104,0.0,16.10333333
2014-08-04 18:00:00,0.0104,0.0,16.1375
2014-08-04 19:00:00,0.0104,0.0,16.00666667
2014-08-04 20:00:00,0.0105,0.0,15.63
2014-08-04 21:00:00,0.0104,0.0,14.62083333
2014-08-04 22:00:00,0.0104,0.0,14.47333333
2014-08-04 23:00:00,0.0105,0.0,15.13583333
2014-08-05 00:00:00,0.0105,0.0,15.17333333
2014-08-05 01:00:00,0.0105,0.0,15.27166667
2014-08-05 02:00:00,0.0104,0.0,15.32333333
2014-08-05 03:00:00,0.0102,0.0,15.2725
2014-08-05 04:00:00,0.0101,0.0,15.11833333
2014-08-05 05:00:00,0.0101,0.0,15.18333333
2014-08-05 06:00:00,0.0099,0.0,15.36166667
2014-08-05 07:00:00,0.0099,0.0,16.00333333
2014-08-05 08:00:00,0.0099,0.0,16.38416667
2014-08-05 09:00:00,0.0099,0.0,16.97916667
2014-08-05 10:00:00,0.0098,0.2,17.2475
2014-08-05 11:00:00,0.0097,0.0,16.98916667
2014-08-05 12:00:00,0.0096,0.0,16.60083333
2014-08-05 13:00:00,0.0096,0.0,16.48583333
2014-08-05 14:00:00,0.0097,0.0,15.9725
2014-08-05 15:00:00,0.0098,0.0,16.15916667
2014-08-05 16:00:00,0.0099,0.0,16.93
2014-08-05 17:00:00,0.0099,0.0,18.09083333
2014-08-05 18:00:00,0.0098,0.0,17.06583333
2014-08-05 19:00:00,0.0098,0.0,16.04416667
2014-08-05 20:00:00,0.0096,0.0,14.29416667
2014-08-05 21:00:00,0.0096,0.0,11.09666667
2014-08-05 22:00:00,0.0096,0.0,9.435833333
2014-08-05 23:00:00,0.0096,0.0,9.129166667
2014-08-06 00:00:00,0.0096,0.0,7.853916667
2014-08-06 01:00:00,0.0096,0.0,7.294916667
2014-08-06 02:00:00,0.0096,0.0,6.979
2014-08-06 03:00:00,0.0095,0.0,6.690583333
2014-08-06 04:00:00,0.0095,0.0,6.39475
2014-08-06 05:00:00,0.0095,0.0,6.0915
2014-08-06 06:00:00,0.0095,0.0,6.122666667
2014-08-06 07:00:00,0.0094,0.0,10.47325
2014-08-06 08:00:00,0.0093,0.0,15.85
2014-08-06 09:00:00,0.0093,0.0,16.7375
2014-08-06 10:00:00,0.0092,0.0,17.7575
2014-08-06 11:00:00,0.009,0.0,18.07666667
2014-08-06 12:00:00,0.0089,0.0,18.865
2014-08-06 13:00:00,0.0087,0.0,19.14333333
2014-08-06 14:00:00,0.0089,0.0,18.83916667
2014-08-06 15:00:00,0.0089,0.0,18.7975
2014-08-06 16:00:00,0.009,0.0,18.83666667
2014-08-06 17:00:00,0.0092,0.0,18.28333333
2014-08-06 18:00:00,0.0092,0.0,17.97666667
2014-08-06 19:00:00,0.0092,0.0,16.69833333
2014-08-06 20:00:00,0.0092,0.0,15.3175
2014-08-06 21:00:00,0.009,0.0,13.5275
2014-08-06 22:00:00,0.009,0.0,10.62083333
2014-08-06 23:00:00,0.009,0.0,9.031666667
2014-08-07 00:00:00,0.0089,0.0,8.185833333
2014-08-07 01:00:00,0.0088,0.0,7.349166667
2014-08-07 02:00:00,0.0087,0.0,6.79975
2014-08-07 03:00:00,0.0087,0.0,6.6565
2014-08-07 04:00:00,0.0086,0.0,6.331166667
2014-08-07 05:00:00,0.0086,0.0,6.205916667
2014-08-07 06:00:00,0.0086,0.0,6.30225
2014-08-07 07:00:00,0.0086,0.0,10.52191667
2014-08-07 08:00:00,0.0086,0.0,14.6425
2014-08-07 09:00:00,0.0086,0.0,16.775
2014-08-07 10:00:00,0.0085,0.0,17.2175
2014-08-07 11:00:00,0.0084,0.0,17.65
2014-08-07 12:00:00,0.0083,0.0,18.21666667
2014-08-07 13:00:00,0.0082,0.0,17.96833333
2014-08-07 14:00:00,0.0082,0.0,18.31833333
2014-08-07 15:00:00,0.0083,0.0,18.35583333
2014-08-07 16:00:00,0.0083,0.0,18.14583333
2014-08-07 17:00:00,0.0083,0.0,17.57666667
2014-08-07 18:00:00,0.0083,0.0,17.1475
2014-08-07 19:00:00,0.0084,0.0,16.805
2014-08-07 20:00:00,0.0083,0.0,16.2775
2014-08-07 21:00:00,0.0081,0.0,16.01833333
2014-08-07 22:00:00,0.008,0.0,15.6475
2014-08-07 23:00:00,0.008,0.0,14.94583333
2014-08-08 00:00:00,0.0082,0.0,14.09833333
2014-08-08 01:00:00,0.0083,0.0,13.39166667
2014-08-08 02:00:00,0.0083,0.0,13.39416667
2014-08-08 03:00:00,0.0083,0.0,12.87083333
2014-08-08 04:00:00,0.0083,0.0,12.7525
2014-08-08 05:00:00,0.0084,0.0,13.15
2014-08-08 06:00:00,0.0085,0.0,12.85
2014-08-08 07:00:00,0.0085,0.0,14.88583333
2014-08-08 08:00:00,0.0085,0.0,15.68583333
2014-08-08 09:00:00,0.0083,0.0,16.705
2014-08-08 10:00:00,0.0083,0.0,18.16333333
2014-08-08 11:00:00,0.0082,0.0,18.54583333
2014-08-08 12:00:00,0.008,0.0,18.57916667
2014-08-08 13:00:00,0.0079,0.0,18.80416667
2014-08-08 14:00:00,0.0077,0.0,19.1775
2014-08-08 15:00:00,0.0077,0.0,18.87583333
2014-08-08 16:00:00,0.0078,0.0,19.3875
2014-08-08 17:00:00,0.0079,0.0,19.18
2014-08-08 18:00:00,0.0077,0.0,18.355
2014-08-08 19:00:00,0.0077,0.0,17.08
2014-08-08 20:00:00,0.0077,0.0,15.79333333
2014-08-08 21:00:00,0.0077,0.0,13.65916667
2014-08-08 22:00:00,0.0078,0.0,12.98916667
2014-08-08 23:00:00,0.0079,0.0,12.5725
2014-08-09 00:00:00,0.0079,0.0,12.05583333
2014-08-09 01:00:00,0.0078,0.0,10.85666667
2014-08-09 02:00:00,0.0077,0.0,10.765
2014-08-09 03:00:00,0.0077,0.0,11.29583333
2014-08-09 04:00:00,0.0077,0.0,11.07166667
2014-08-09 05:00:00,0.0077,0.0,11.06166667
2014-08-09 06:00:00,0.0077,0.0,10.7
2014-08-09 07:00:00,0.0077,0.0,13.66
2014-08-09 08:00:00,0.0077,0.0,16.85416667
2014-08-09 09:00:00,0.0076,0.0,18.10833333
2014-08-09 10:00:00,0.0076,0.0,18.76666667
2014-08-09 11:00:00,0.0074,0.0,18.99083333
2014-08-09 12:00:00,0.0073,0.0,19.20916667
2014-08-09 13:00:00,0.0072,0.0,19.86333333
2014-08-09 14:00:00,0.0071,0.0,19.73083333
2014-08-09 15:00:00,0.0071,0.0,18.96166667
2014-08-09 16:00:00,0.0071,0.0,18.96666667
2014-08-09 17:00:00,0.0072,0.0,18.95416667
2014-08-09 18:00:00,0.0073,0.0,18.85333333
2014-08-09 19:00:00,0.0073,0.0,18.43666667
2014-08-09 20:00:00,0.0073,0.0,17.31833333
2014-08-09 21:00:00,0.0074,0.0,15.99583333
2014-08-09 22:00:00,0.0074,0.0,15.24916667
2014-08-09 23:00:00,0.0073,0.0,14.39666667
2014-08-10 00:00:00,0.0073,0.0,12.99166667
2014-08-10 01:00:00,0.0072,0.0,13.27333333
2014-08-10 02:00:00,0.0071,0.0,13.24166667
2014-08-10 03:00:00,0.0071,0.0,12.47083333
2014-08-10 04:00:00,0.0072,0.0,11.90083333
2014-08-10 05:00:00,0.0071,0.0,11.11333333
2014-08-10 06:00:00,0.0073,0.0,11.71833333
2014-08-10 07:00:00,0.0072,0.0,14.405
2014-08-10 08:00:00,0.0072,0.0,17.99916667
2014-08-10 09:00:00,0.0073,0.0,18.70583333
2014-08-10 10:00:00,0.0072,0.0,20.71166667
2014-08-10 11:00:00,0.0071,0.0,21.32166667
2014-08-10 12:00:00,0.007,0.0,21.05916667
2014-08-10 13:00:00,0.0068,0.0,21.17166667
2014-08-10 14:00:00,0.0066,0.0,21.23
2014-08-10 15:00:00,0.0064,0.0,21.38333333
2014-08-10 16:00:00,0.0064,0.0,20.89916667
2014-08-10 17:00:00,0.0066,0.0,18.88416667
2014-08-10 18:00:00,0.0066,0.0,18.82666667
2014-08-10 19:00:00,0.0067,0.0,17.18
2014-08-10 20:00:00,0.0068,0.0,16.4475
2014-08-10 21:00:00,0.0068,0.0,16.2075
2014-08-10 22:00:00,0.0069,0.0,15.97333333
2014-08-10 23:00:00,0.0068,0.0,15.73333333
2014-08-11 00:00:00,0.007,0.0,15.4875
2014-08-11 01:00:00,0.007,0.0,15.15166667
2014-08-11 02:00:00,0.007,0.0,14.99416667
2014-08-11 03:00:00,0.0068,0.0,14.35083333
2014-08-11 04:00:00,0.0068,0.0,14.11833333
2014-08-11 05:00:00,0.0068,0.0,14.01333333
2014-08-11 06:00:00,0.0068,0.0,14.16916667
2014-08-11 07:00:00,0.0068,0.0,14.3625
2014-08-11 08:00:00,0.0068,0.0,14.6375
2014-08-11 09:00:00,0.0068,0.0,14.84083333
2014-08-11 10:00:00,0.0067,0.0,16.05666667
2014-08-11 11:00:00,0.0067,0.0,16.66416667
2014-08-11 12:00:00,0.0066,0.0,17.93416667
2014-08-11 13:00:00,0.0065,0.0,18.37333333
2014-08-11 14:00:00,0.0064,0.0,19.4475
2014-08-11 15:00:00,0.0064,0.0,19.7125
2014-08-11 16:00:00,0.0064,0.0,17.785
2014-08-11 17:00:00,0.0064,0.0,16.8325
2014-08-11 18:00:00,0.0066,0.0,16.51
